entry,lemma,language,lex_cat_wikidata,des_by_source_P1343,form1_representation,form1_spelling_variant,sense1_gloss_de,sense1_gloss_en,sense1_gloss_es,sense1_gloss_it
https://qichwa.wikibase.cloud/entity/L9602,llasachay,Q5218,Q24905,Q125537856,llasachay,qu-x-Q7260479,schwermachen; erschweren,to weigh down,agravar,
https://qichwa.wikibase.cloud/entity/L9628,llat'anay,Q5218,Q24905,Q125537856,llatanay,qu-x-Q7260479,nackt ausziehen,to put off naked,"desnudar; desvestir; alzarle a una mujer el anaco, la pachallina; arrasar; desnudarse",
https://qichwa.wikibase.cloud/entity/L9628,llat'anay,Q5218,Q24905,Q125537856,llat'anay,qu-x-Q7260479,nackt ausziehen,to put off naked,"desnudar; desvestir; alzarle a una mujer el anaco, la pachallina; arrasar; desnudarse",
https://qichwa.wikibase.cloud/entity/L9629,llat'anay,Q5218,Q24905,Q125537856,llat'anay,qu-x-Q7260479,enteignen,to dispossess,desposeer; expropiar,
https://qichwa.wikibase.cloud/entity/L9630,llat'ay,Q5218,Q24905,Q125537856,llat'ay,qu-x-Q7260479,sich ganz nackt ausziehen (negative Konnotation völliger Armut),to undress completely (negative connotation of complete poverty); to crawl,desnudar completamente (conotación negativa de pobreza completa); desnudar,
https://qichwa.wikibase.cloud/entity/L9632,llawchiy,Q5218,Q24905,Q125537856,llawchiy,qu-x-Q7260479,kratzen,to scratch,arañar; rasguñar,
https://qichwa.wikibase.cloud/entity/L9640,llawiy,Q5218,Q24905,Q125537856,llawiy,qu-x-Q7260479,zuschließen; verschließen,to lock,cerrar con llave; encerrar,
https://qichwa.wikibase.cloud/entity/L9687,llikuy,Q5218,Q24905,Q125537856,llikuy,qu-x-Q7260479,bekleiden; anziehen,to dress,vestir,
https://qichwa.wikibase.cloud/entity/L9709,llimphichay,Q5218,Q24905,Q125537856,llimpichay,qu-x-Q7260479,putzen; säubern,to clean,asear,
https://qichwa.wikibase.cloud/entity/L9722,llimphuchay,Q5218,Q24905,Q125537856,llimphuchay,qu-x-Q7260479,säubern; reinigen,to clean; to make clean; to sanctify,limpiar,
https://qichwa.wikibase.cloud/entity/L9727,llimp'ay,Q5218,Q24905,Q125537856,llinp'ay,qu-x-Q7260479,füllen,to fill,llenar; completar; llenar hasta el tope,
https://qichwa.wikibase.cloud/entity/L9727,llimp'ay,Q5218,Q24905,Q125537856,llimp'ay,qu-x-Q7260479,füllen,to fill,llenar; completar; llenar hasta el tope,
https://qichwa.wikibase.cloud/entity/L9749,llipiy,Q5218,Q24905,Q125537856,llipiy,qu-x-Q7260479,abschließen; beenden; vollenden,to conclude,concluir,
https://qichwa.wikibase.cloud/entity/L9758,lliphch'iy,Q5218,Q24905,Q125537856,lliphch'iy,qu-x-Q7260479,kneifen,to pinch; to snip off with the fingernails; to pinch; to nip,pellizcar; desmenuzar,
https://qichwa.wikibase.cloud/entity/L9776,lliwchiy,Q5218,Q24905,Q125537856,lluychhiy,qu-x-Q7260479,integrieren; vervollständigen; zusammenschließen,to integrate,integrar,
https://qichwa.wikibase.cloud/entity/L9834,llukllay,Q5218,Q24905,Q125537856,llukllay,qu-x-Q7260479,überfluten,to flood,inundar; salir de madre las aguas,
https://qichwa.wikibase.cloud/entity/L9843,llukuy,Q5218,Q24905,Q125537856,llukuy,qu-x-Q7260479,"mit einem Netz fangen (Wiskachas, Meerschweinchen oder Kaninchen)","to catch viscachas, guinea pigs or rabbits with a net","coger viscachas, cuyes o conejos con una red; cazar con red; enredar; enredecillar",
https://qichwa.wikibase.cloud/entity/L9860,llullapay,Q5218,Q24905,Q125537856,llullapay,qu-x-Q7260479,verbergen,to hide,encubrir; disimular y ocultar con engaños o mentiras,
https://qichwa.wikibase.cloud/entity/L9861,llullapayay,Q5218,Q24905,Q125537856,llullapayay,qu-x-Q7260479,betrügen,to cheat; to deceive,engañar,
https://qichwa.wikibase.cloud/entity/L9897,llump'aychay,Q5218,Q24905,Q125537856,llumpaychay,qu-x-Q7260479,reinigen; rein machen; läutern,to purify,purificar; dignificar,
https://qichwa.wikibase.cloud/entity/L9901,llump'iy,Q5218,Q24905,Q125537856,llunp'iy,qu-x-Q7260479,überfluten,to flood,inundar; invadir; pulular,
https://qichwa.wikibase.cloud/entity/L9909,llunk'upayay,Q5218,Q24905,Q125537856,llunk'upayay,qu-x-Q7260479,schmeicheln,to butter-up (slang); to compliment; to court (flatter); to flatter,adular,
https://qichwa.wikibase.cloud/entity/L9935,lluqsichiy,Q5218,Q24905,Q125537856,lluqsichiy,qu-x-Q7260479,entnehmen; herausnehmen; herausziehen,to take out,sacar; echar; arrojar; obligar a salir; hacer salir; destituir,
https://qichwa.wikibase.cloud/entity/L9955,lluq'annay,Q5218,Q24905,Q125537856,lluk'annay,qu-x-Q7260479,uneben machen; ungleich machen,to unbalance,desnivelar,
https://qichwa.wikibase.cloud/entity/L9989,llusp'ichiy,Q5218,Q24905,Q125537856,llusp'ichiy,qu-x-Q7260479,entkommen lassen; weggleiten lassen,to let escape,hacer fugar; dejar huir; dejar resbalar,
https://qichwa.wikibase.cloud/entity/L10012,llut'akuy,Q5218,Q24905,Q125537856,llut'akuy,qu-x-Q7260479,für sich verputzen,to cover over for oneself,revocarse; taponarse con barro o lodo,
https://qichwa.wikibase.cloud/entity/L10014,llut'apuy,Q5218,Q24905,Q125537856,llut'apuy,qu-x-Q7260479,für jemanden etwas verputzen,to cover over for someone else,revocárselo; taponárselo con barro,
https://qichwa.wikibase.cloud/entity/L10029,machachimuy,Q5218,Q24905,Q125537856,machachimuy,qu-x-Q7260479,berauschen,to intoxicate; to make drunk,hacer embriagar,
https://qichwa.wikibase.cloud/entity/L10030,machachiy,Q5218,Q24905,Q125537856,machachiy,qu-x-Q7260479,berauschen,to intoxicate; to make drunk,embriagar; hacer embriagar; embriagar; emborrachar,
https://qichwa.wikibase.cloud/entity/L10164,mak'alliy,Q5218,Q24905,Q125537856,maq'alliy,qu-x-Q7260479,umarmen,to embrace; to hug,abrazar,
https://qichwa.wikibase.cloud/entity/L10164,mak'alliy,Q5218,Q24905,Q125537856,mak'alliy,qu-x-Q7260479,umarmen,to embrace; to hug,abrazar,
https://qichwa.wikibase.cloud/entity/L10202,mallkiy,Q5218,Q24905,Q125537856,mallkiy,qu-x-Q7260479,pflanzen,to plant,plantar; plantar en un macetero,
https://qichwa.wikibase.cloud/entity/L10211,mallmay,Q5218,Q24905,Q125537856,mallmay,qu-x-Q7260479,einebnen,to level,aplanar; emparejar,
https://qichwa.wikibase.cloud/entity/L10224,mamachakuy,Q5218,Q24905,Q125537856,mamachakuy,qu-x-Q7260479,eine Frau als Mutter annehmen,to adopt a woman as mother,adoptar a una mujer por madre; adoptar una madre; tomar por madrastra,
https://qichwa.wikibase.cloud/entity/L10547,manchachikuy,Q5218,Q24905,Q125537856,manchachikuy,qu-x-Q7260479,fürchten,to be afraid of; to fear,temer; tener miedo,
https://qichwa.wikibase.cloud/entity/L10581,manchay,Q5218,Q24905,Q125537856,manchay,qu-x-Q7260479,fürchten,to be afraid of; to fear,temer; tener miedo; espantarse; asustarse; asustar; temer,
https://qichwa.wikibase.cloud/entity/L10613,mankhay,Q5218,Q24905,Q125537856,mankhay,qu-x-Q7260479,erweitern,to widen; to make wider,ensanchar,
https://qichwa.wikibase.cloud/entity/L10643,manukamuy,Q5218,Q24905,Q125537856,manukamuy,qu-x-Q7260479,"gehen, um sich etwas zu leihen",to go to contract debts,ir a prestarse; fiarse,
https://qichwa.wikibase.cloud/entity/L10654,manuypi mañay,Q5218,Q24905,Q125537856,manuypi mañay,qu-x-Q7260479,ausleihen; entleihen; ausborgen,to borrow,tomar prestado,
https://qichwa.wikibase.cloud/entity/L10681,mañankuy,Q5218,Q24905,Q125537856,mañankuy,qu-x-Q7260479,dringend bitten; ersuchen; anflehen,to beseech,suplicar; implorar de; pedir,
https://qichwa.wikibase.cloud/entity/L10684,mañapayay,Q5218,Q24905,Q125537856,mañapayay,qu-x-Q7260479,fordern; verlangen,to demand; to claim,exigir,
https://qichwa.wikibase.cloud/entity/L10688,mañaqachiy,Q5218,Q24905,Q125537856,mañaqachiy,qu-x-Q7260479,leihen lassen,to make lend,hacer pedir; hacer pedir la mano de la novia,
https://qichwa.wikibase.cloud/entity/L10690,mañaqay,Q5218,Q24905,Q125537856,mañaqay,qu-x-Q7260479,bitten,to entreat,pedir; pedir la mano de la novia,
https://qichwa.wikibase.cloud/entity/L10708,maphachay,Q5218,Q24905,Q125537856,maphachay,qu-x-Q7260479,einschließen; einsperren,to lock up; to imprison,encerrar,
https://qichwa.wikibase.cloud/entity/L10730,maqachiy,Q5218,Q24905,Q125537856,maqachiy,qu-x-Q7260479,schlagen lassen,to make someone beat,hacer pegar; hacer golpear,
https://qichwa.wikibase.cloud/entity/L10750,maqchiy,Q5218,Q24905,Q125537856,maqchhiy,qu-x-Q7260479,waschen,to wash,lavar; lavar servicios o niños,
https://qichwa.wikibase.cloud/entity/L10750,maqchiy,Q5218,Q24905,Q125537856,maqchiy,qu-x-Q7260479,waschen,to wash,lavar; lavar servicios o niños,
https://qichwa.wikibase.cloud/entity/L10834,masay,Q5218,Q24905,Q125537856,masay,qu-x-Q7260479,kneten,to knead; to knead dough,amasar,
https://qichwa.wikibase.cloud/entity/L10859,maskhay,Q5218,Q24905,Q125537856,maskhay,qu-x-Q7260479,suchen,to look for; to search for; to seek; to investigate,buscar; investigar; averiguar; examinar; inquirir,
https://qichwa.wikibase.cloud/entity/L10859,maskhay,Q5218,Q24905,Q125537856,maskay,qu-x-Q7260479,suchen,to look for; to search for; to seek; to investigate,buscar; investigar; averiguar; examinar; inquirir,
https://qichwa.wikibase.cloud/entity/L10859,maskhay,Q5218,Q24905,Q125537856,mask'ay,qu-x-Q7260479,suchen,to look for; to search for; to seek; to investigate,buscar; investigar; averiguar; examinar; inquirir,
https://qichwa.wikibase.cloud/entity/L10922,mat'ay,Q5218,Q24905,Q125537856,mat'ay,qu-x-Q7260479,töten; schlachten,to butcher,matar; cortar la carne; rebanar; tajar,
https://qichwa.wikibase.cloud/entity/L10938,mat'uy,Q5218,Q24905,Q125537856,mat'uy,qu-x-Q7260479,Unsinn sagen,to tell nonsense,decir despropósitos; actuar inconvenientemente,
https://qichwa.wikibase.cloud/entity/L10942,mawk'achikuy,Q5218,Q24905,Q125537856,mawk'achikuy,qu-x-Q7260479,verbrauchen lassen; abtragen lassen,to let others spoil something,dejar gastarse; gastarse sin sentirlo,
https://qichwa.wikibase.cloud/entity/L10951,mawk'ay,Q5218,Q24905,Q125537856,mawk'ay,qu-x-Q7260479,benutzen,to use,usar; deteriorar una cosa por el uso,
https://qichwa.wikibase.cloud/entity/L10961,may,Q5218,Q24905,Q125537856,may,qu-x-Q7260479,fürchten,to be afraid of; to fear,temer; tener miedo; espantarse; asustarse; (apócope de manchay),
https://qichwa.wikibase.cloud/entity/L11103,mayway,Q5218,Q24905,Q125537856,mayway,qu-x-Q7260479,jemandes Liebe gewinnen,to win the heart of,enamorar; enamorarse de alguien apasionadamente; tener compasión; acariciar,
https://qichwa.wikibase.cloud/entity/L11127,mich'akuy,Q5218,Q24905,Q125537856,mich'akuy,qu-x-Q7260479,abhalten von; hindern,to hinder,impedir; escatimar,
https://qichwa.wikibase.cloud/entity/L11138,mich'uy,Q5218,Q24905,Q125537856,mich'uy,qu-x-Q7260479,mischen,to mix,mezclar; entreverar; confundir; contaminar; contagiar,
https://qichwa.wikibase.cloud/entity/L11171,mikhuykuy,Q5218,Q24905,Q125537856,mikhuykuy,qu-x-Q7260479,schlucken; verschlucken,to swallow,tragar,
https://qichwa.wikibase.cloud/entity/L11246,millp'uchiy,Q5218,Q24905,Q125537856,millp'uchiy,qu-x-Q7260479,etwas ins Wasser tauchen,to plunge into the water,sumergir; zambullir,
https://qichwa.wikibase.cloud/entity/L11266,milluy,Q5218,Q24905,Q125537856,milluy,qu-x-Q7260479,Wollkordeln für Sandalen oder Lassos machen,to make wool ropes for sandals or lassos,"fabricar cordeles de lana para la ojota o para trenzar lazos; hilar o torcer lana en hilo gordo con un palillo movido a derredor para hacer chusis, frazadas gordas o sogas",
https://qichwa.wikibase.cloud/entity/L11299,mink'akuy,Q5218,Q24905,Q125537856,mink'akuy,qu-x-Q7260479,um eine Hilfe bitten,to ask a favor; to beseech,pedir ayuda,
https://qichwa.wikibase.cloud/entity/L11331,mirachiy,Q5218,Q24905,Q125537856,mirachiy,qu-x-Q7260479,malnehmen; multiplizieren,to multiply,multiplicar,
https://qichwa.wikibase.cloud/entity/L11418,misk'iyachiy,Q5218,Q24905,Q125537856,misk'iyachiy,qu-x-Q7260479,süßen,to sweet,endulzar; dulcificar; endulzar; sabroso; suculento,
https://qichwa.wikibase.cloud/entity/L11429,mistay,Q5218,Q24905,Q125537856,mistay,qu-x-Q7260479,brauchen; benötigen,to need,necesitar,
https://qichwa.wikibase.cloud/entity/L11466,mitmay,Q5218,Q24905,Q125537856,mitmay,qu-x-Q7260479,besiedeln; umsiedeln nach; kolonisieren,to colonize,colonizar; trasladar mitimaes; trasplantar pueblos; deportar; desterrar; migrar,
https://qichwa.wikibase.cloud/entity/L11466,mitmay,Q5218,Q24905,Q125537856,mithmay,qu-x-Q7260479,besiedeln; umsiedeln nach; kolonisieren,to colonize,colonizar; trasladar mitimaes; trasplantar pueblos; deportar; desterrar; migrar,
https://qichwa.wikibase.cloud/entity/L11502,miyuy,Q5218,Q24905,Q125537856,miyuy,qu-x-Q7260479,vergiften,to poison; to intoxicate,envenenar; intoxicar,
https://qichwa.wikibase.cloud/entity/L11513,muchuchiy,Q5218,Q24905,Q125537856,muchuchiy,qu-x-Q7260479,erdulden lassen,to make suffer; to punish,hacer sufrir; castigar; imponer pena,
https://qichwa.wikibase.cloud/entity/L11563,mukay,Q5218,Q24905,Q125537856,mukay,qu-x-Q7260479,rauchen,"to smoke; to smoke (cigarette, cigar)",fumar,
https://qichwa.wikibase.cloud/entity/L11577,muk'uy,Q5218,Q24905,Q125537856,muk'uy,qu-x-Q7260479,kauen,to chew; to chew partially; to make alcoholic beverage from corn dough and saliva (usually drunk in a turu),mascar; masticar; echar pimpollos a la planta; insalivar harina de maíz para la chicha; ensalivar harina de maíz para la chicha,
https://qichwa.wikibase.cloud/entity/L11582,mulistay,Q5218,Q24905,Q125537856,mulistay,qu-x-Q7260479,belästigen,to bother; to molest,molestar,
https://qichwa.wikibase.cloud/entity/L11613,munachiy,Q5218,Q24905,Q125537856,munachiy,qu-x-Q7260479,Willen einflößen (etwas zu tun),to make someone want (to do) something,hacer querer hacer algo; poner en venta,
https://qichwa.wikibase.cloud/entity/L11636,munapayay,Q5218,Q24905,Q125537856,munapayay,qu-x-Q7260479,begehren; anschwärmen,to covet,desear; enamorar; antojar; codiciar; pretender,
https://qichwa.wikibase.cloud/entity/L11639,munaray,Q5218,Q24905,Q125537856,munaray,qu-x-Q7260479,streicheln; liebkosen,to caress,acariciar,
https://qichwa.wikibase.cloud/entity/L11668,munday,Q5218,Q24905,Q125537856,munday,qu-x-Q7260479,schälen,to peel,mondar; pelar; quitar la cáscara con cuchillo; descascarar; mondar papas con cuchillo; pelar papas con cuchillo; pelar papas o tubérculos,
https://qichwa.wikibase.cloud/entity/L11668,munday,Q5218,Q24905,Q125537856,bunday,qu-x-Q7260479,schälen,to peel,mondar; pelar; quitar la cáscara con cuchillo; descascarar; mondar papas con cuchillo; pelar papas con cuchillo; pelar papas o tubérculos,
https://qichwa.wikibase.cloud/entity/L11673,muntanay,Q5218,Q24905,Q125537856,muntanay,qu-x-Q7260479,anhäufen; aufhäufen; aufstapeln,to stack; to mount one on top of another,amontonar,
https://qichwa.wikibase.cloud/entity/L11695,muqch'iy,Q5218,Q24905,Q125537856,muqch'iy,qu-x-Q7260479,seinen Mund mit Wasser füllen,to fill one's mouth with water,llenarse de agua la boca; enjuagarse la boca con una porción de líquido,
https://qichwa.wikibase.cloud/entity/L11706,muqt'iykachay,Q5218,Q24905,Q125537856,muqt'iykachay,qu-x-Q7260479,erdrosseln; ersticken,to choke (convulsing),ahogar; estrangular,
https://qichwa.wikibase.cloud/entity/L11729,muquy,Q5218,Q24905,Q125537856,muquy,qu-x-Q7260479,Blutschande begehen; Inzest begehen,to commit incest,cometer incesto,
https://qichwa.wikibase.cloud/entity/L11915,muyupayay,Q5218,Q24905,Q125537856,muyupayay,qu-x-Q7260479,umkreisen,to circle round something,rondar; rodear,
https://qichwa.wikibase.cloud/entity/L11992,napaykuy,Q5218,Q24905,Q125537856,napaykuy,qu-x-Q7260479,grüßen,to greet,saludar; felicitar,
https://qichwa.wikibase.cloud/entity/L12001,naq'uy,Q5218,Q24905,Q125537856,naq'uy,qu-x-Q7260479,schwächen,to weaken,debilitar; agotar las fuerzas,
https://qichwa.wikibase.cloud/entity/L12077,ninay,Q5218,Q24905,Q125537856,ninay,qu-x-Q7260479,brennen; verbrennen,to burn,quemar; encender fuego,
https://qichwa.wikibase.cloud/entity/L12109,nuq'ay,Q5218,Q24905,Q125537856,nuq'ay,qu-x-Q7260479,festigen; straffen,to tighten,apretar; endurecer,
https://qichwa.wikibase.cloud/entity/L12134,ñakaykuy,Q5218,Q24905,Q125537856,ñakaykuy,qu-x-Q7260479,fluchen; verfluchen,to curse,jurar; maldecir,
https://qichwa.wikibase.cloud/entity/L12140,ñak'arichiy,Q5218,Q24905,Q125537856,ñak'arichiy,qu-x-Q7260479,jemandem Leid antun,to cause pain; to make suffer,"someter a tortura, sufrimiento etc.; hacer sufrir; torturar; atormentar; martirizar; imponer pena",
https://qichwa.wikibase.cloud/entity/L12170,ñanmanta t'aqay,Q5218,Q24905,Q125537856,ñanmanta t'aqay,qu-x-Q7260479,irreführen; vom Weg abbringen,to deviate someone,desviar,
https://qichwa.wikibase.cloud/entity/L12174,ñanta patachiy,Q5218,Q24905,Q125537856,ñanta patachiy,qu-x-Q7260479,irreführen; vom Weg abbringen,to deviate someone,desviar,
https://qichwa.wikibase.cloud/entity/L12185,ñañichiy,Q5218,Q24905,Q125537856,ñañichiy,qu-x-Q7260479,beruhigen,to calm; to calm down,tranquilizar; sosegar,
https://qichwa.wikibase.cloud/entity/L12203,ñapuyay,Q5218,Q24905,Q125537856,ñapuyay,qu-x-Q7260479,erweichen; weich machen,to soften,ablandar,
https://qichwa.wikibase.cloud/entity/L12212,ñaqch'ay,Q5218,Q24905,Q125537856,ñaqch'ay,qu-x-Q7260479,kämmen,to comb,peinar; peinar a otro,
https://qichwa.wikibase.cloud/entity/L12239,ñawch'ichay,Q5218,Q24905,Q125537856,ñawch'ichay,qu-x-Q7260479,schärfen; schleifen; anspitzen,to sharpen,afilar,
https://qichwa.wikibase.cloud/entity/L12287,ñawiriy,Q5218,Q24905,Q125537856,ñawiriy,qu-x-Q7260479,lesen,to read,leer; ojear,
https://qichwa.wikibase.cloud/entity/L12320,ñawpa kayninman kutichiy,Q5218,Q24905,Q125537856,ñawpa kayninman kutichiy,qu-x-Q7260479,zurückführen; reduzieren; kürzen (Bruch),to reduce,reducir,
https://qichwa.wikibase.cloud/entity/L12418,ñawsayachiy,Q5218,Q24905,Q125537856,ñawsayachiy,qu-x-Q7260479,blenden,to make blind,cegar a alguien; cegar; enceguecer,
https://qichwa.wikibase.cloud/entity/L12426,ñikuy,Q5218,Q24905,Q125537856,nikuy,qu-x-Q7260479,anflehen; betteln,to beg,pedir,
https://qichwa.wikibase.cloud/entity/L12531,ñukyuy,Q5218,Q24905,Q125537856,ñukyuy,qu-x-Q7260479,beköstigen; versorgen; unterhalten,to sustain,sustentar (mantener),
https://qichwa.wikibase.cloud/entity/L12537,ñuñuchiy,Q5218,Q24905,Q125537856,ñuñuchiy,qu-x-Q7260479,säugen,to suckle; to give milk; to breast feed; to breast-feed,amamantar; dar la madre el pecho al hijo; dar de mamar; mamar; dar el pecho; lactar,
https://qichwa.wikibase.cloud/entity/L12613,ñut'upuy,Q5218,Q24905,Q125537856,ñut'upuy,qu-x-Q7260479,zerbröckeln; zerkrümeln,to crumble,desmenuzar; desmigajar,
https://qichwa.wikibase.cloud/entity/L12628,pachachiy,Q5218,Q24905,Q125537856,pachachiy,qu-x-Q7260479,unterbringen; Standort ausmachen; lokalisieren,to site; to locate; to place,ubicar,
https://qichwa.wikibase.cloud/entity/L12719,pachan purallam rikch'ay,Q5218,Q24905,Q125537856,pachan purallam rikch'ay,qu-x-Q7260479,ähneln (einer dem anderen),to look like; to resemble,parecerse uno a otro,
https://qichwa.wikibase.cloud/entity/L12788,pagay,Q5218,Q24905,Q125537856,pagay,qu-x-Q7260479,bezahlen; zahlen,to pay,pagar; saldar una deuda,
https://qichwa.wikibase.cloud/entity/L12818,pakaykuy,Q5218,Q24905,Q125537856,pakaykuy,qu-x-Q7260479,verstecken,to hide,ocultar; esconder; encubrir; encubrir; esconder; ocultarse,
https://qichwa.wikibase.cloud/entity/L12869,pallalkuy,Q5218,Q24905,Q125537856,uqhariy,qu-x-Q7260479,hochheben,to raise; to lift; to raise up; to lift up,levantar; alzar; tomar; recoger; suspender (elevar o colgar),
https://qichwa.wikibase.cloud/entity/L12869,pallalkuy,Q5218,Q24905,Q125537856,huqariy,qu-x-Q7260479,hochheben,to raise; to lift; to raise up; to lift up,levantar; alzar; tomar; recoger; suspender (elevar o colgar),
https://qichwa.wikibase.cloud/entity/L12869,pallalkuy,Q5218,Q24905,Q125537856,uqariy,qu-x-Q7260479,hochheben,to raise; to lift; to raise up; to lift up,levantar; alzar; tomar; recoger; suspender (elevar o colgar),
https://qichwa.wikibase.cloud/entity/L12875,palla-pallalla p'achallikuy,Q5218,Q24905,Q125537856,palla-pallalla p'achallikuy,qu-x-Q7260479,feine Kleider anziehen (Frau),to put on elegant clothes (woman),vestirse pulidamente; vestirse galanamente la mujer,
https://qichwa.wikibase.cloud/entity/L12906,pallway,Q5218,Q24905,Q125537856,pallway,qu-x-Q7260479,folgern; schlussfolgern; schließen (aus); abschließen (beenden),to conclude,concluir; acabar; terminar un trabajo; finalizar; perfeccionar,
https://qichwa.wikibase.cloud/entity/L12916,pampachapuy,Q5218,Q24905,Q125537856,pampachapuy,qu-x-Q7260479,verzeihen; vergeben,to forgive,perdonar,
https://qichwa.wikibase.cloud/entity/L13089,paqtachay,Q5218,Q24905,Q125537856,paqtachay,qu-x-Q7260479,gleich machen; ausgleichen,to equal; to level,igualar,
https://qichwa.wikibase.cloud/entity/L13155,paqway,Q5218,Q24905,Q125537856,paqway,qu-x-Q7260479,beenden,to end,acabar; terminar,
https://qichwa.wikibase.cloud/entity/L13170,parichiy,Q5218,Q24905,Q125537856,parichiy,qu-x-Q7260479,aufwärmen,to warm up,caldear; calentar mucho,
https://qichwa.wikibase.cloud/entity/L13171,pariray,Q5218,Q24905,Q125537856,pariray,qu-x-Q7260479,wieder aufwärmen; aufwärmen (Essen); aufbraten,to warm up (food),recalentar (comida); sobreasar,
https://qichwa.wikibase.cloud/entity/L13192,parquy,Q5218,Q24905,Q125537856,parquy,qu-x-Q7260479,begießen; bewässern; gießen,to water; to irrigate,regar,
https://qichwa.wikibase.cloud/entity/L13258,paskay qapchanay,Q5218,Q24905,Q125537856,phaskay qapchanay,qu-x-Q7260479,entziffern; entschlüsseln,to decipher,descifrar,
https://qichwa.wikibase.cloud/entity/L13313,pataray,Q5218,Q24905,Q125537856,pataray,qu-x-Q7260479,zusammenfalten,to fold up,doblar; plegar; doblar ropas,
https://qichwa.wikibase.cloud/entity/L13522,pikchuy,Q5218,Q24905,Q125537856,pikchuy,qu-x-Q7260479,kauen,to chew; to chew kuka,masticar; masticar la hoja de coca; masticar coca,
https://qichwa.wikibase.cloud/entity/L13542,pikuchiy,Q5218,Q24905,Q125537856,pikuchiy,qu-x-Q7260479,vorweisen; darlegen,to demonstrate,demostrar,
https://qichwa.wikibase.cloud/entity/L13600,pilluchay,Q5218,Q24905,Q125537856,pilluchay,qu-x-Q7260479,krönen; kränzen,to crown,coronar; colocar una guirnalda en la cabeza de alguien,
https://qichwa.wikibase.cloud/entity/L13605,pillurichiy,Q5218,Q24905,Q125537856,pillurichiy,qu-x-Q7260479,krönen,to crown,coronar; colocar una guirnalda en la cabeza de alguien; poner el rodete rollizo a otro,
https://qichwa.wikibase.cloud/entity/L13638,pinsay,Q5218,Q24905,Q125537856,pinsay,qu-x-Q7260479,denken,"to think; to think (over, about)",pensar,
https://qichwa.wikibase.cloud/entity/L13674,pipuchay,Q5218,Q24905,Q125537856,pipuchay,qu-x-Q7260479,Gewebe verdichten,to comress tissue,espesar el tejido; compactar; espesar,
https://qichwa.wikibase.cloud/entity/L13683,piqtuchiy,Q5218,Q24905,Q125537856,piqtuchiy,qu-x-Q7260479,mischen lassen,to make someone mix something,hacer mezclar; ablandar,
https://qichwa.wikibase.cloud/entity/L13699,pirdunay,Q5218,Q24905,Q125537856,pirdunay,qu-x-Q7260479,vergeben; verzeihen,to forgive; to pardon,perdonar,
https://qichwa.wikibase.cloud/entity/L13704,pirqachay,Q5218,Q24905,Q125537856,pirqachay,qu-x-Q7260479,mauern; eine Mauer bauen,to build,amurallar; murar,
https://qichwa.wikibase.cloud/entity/L13741,pisichakapuy,Q5218,Q24905,Q125537856,pisichakapuy,qu-x-Q7260479,verschmähen,to disdain,despreciar; desvalorar,
https://qichwa.wikibase.cloud/entity/L13772,pisirichikuy,Q5218,Q24905,Q125537856,pisirichikuy,qu-x-Q7260479,brauchen; benötigen,to need,necesitar,
https://qichwa.wikibase.cloud/entity/L13835,pitay,Q5218,Q24905,Q125537856,pitay,qu-x-Q7260479,rauchen,"to smoke; to smoke (cigarette, cigar)",fumar,
https://qichwa.wikibase.cloud/entity/L13847,pituchay,Q5218,Q24905,Q125537856,pituchay,qu-x-Q7260479,festbinden; verknüpfen,to bind,enlazar,
https://qichwa.wikibase.cloud/entity/L13882,prufitisay,Q5218,Q24905,Q125537856,prufitisay,qu-x-Q7260479,prophezeien,to prophesy; to also sut'inchay,profetizar,
https://qichwa.wikibase.cloud/entity/L13901,puchkay,Q5218,Q24905,Q125537856,puskay,qu-x-Q7260479,spinnen,to spin; to use the phuskha to make yarn; to spin; to spin using the drop spindle method,hilar; hilear,
https://qichwa.wikibase.cloud/entity/L13901,puchkay,Q5218,Q24905,Q125537856,phuskay,qu-x-Q7260479,spinnen,to spin; to use the phuskha to make yarn; to spin; to spin using the drop spindle method,hilar; hilear,
https://qichwa.wikibase.cloud/entity/L13901,puchkay,Q5218,Q24905,Q125537856,phushkay,qu-x-Q7260479,spinnen,to spin; to use the phuskha to make yarn; to spin; to spin using the drop spindle method,hilar; hilear,
https://qichwa.wikibase.cloud/entity/L13906,puchuchiy,Q5218,Q24905,Q125537856,puchuchiy,qu-x-Q7260479,übriglassen,to leave (left over); to spare,hacer sobrar,
https://qichwa.wikibase.cloud/entity/L13965,pukaray,Q5218,Q24905,Q125537856,pukaray,qu-x-Q7260479,befestigen (militärisch),to fortify,fortalecer; fortificar,
https://qichwa.wikibase.cloud/entity/L13974,pukayachiy,Q5218,Q24905,Q125537856,pukayachiy,qu-x-Q7260479,röten,to redden; to make red,enrojecer; hacer que otro se enrojezca; hacer roja una cosa,
https://qichwa.wikibase.cloud/entity/L13986,pukllachiy,Q5218,Q24905,Q125537856,pukllachiy,qu-x-Q7260479,unterhalten,to entertain,entretener; hacer jugar,
https://qichwa.wikibase.cloud/entity/L13991,pukllamuy,Q5218,Q24905,Q125537856,pukllamuy,qu-x-Q7260479,spielen gehen,to go to play,ir a jugar; jugar,
https://qichwa.wikibase.cloud/entity/L14002,pukllay,Q5218,Q24905,Q125537856,phukllay,qu-x-Q7260479,spielen,to play,jugar; recrearse,
